ID,entrytype,title,author,year,journal,volume,number,pages,month,note,publisher,address,abstract
NamanySarah2024CvcA,,Competition vs cooperation: An agent based model for sustainable tomatoes’ import system,"Namany, Sarah and Govindan, Rajesh and Al-Ansari, Tareq",2024,Journal of cleaner production,467,,142990-,,,Elsevier Ltd,,"Food systems are dominated by multiple risks inflicted by their surrounding environments that pose pressures on the continuous and efficient supply of food products. Market dynamics represented by competitive and cooperative behaviors of the system's main players is one of the uncertainties that influence the availability and affordability of food products. Efficient modeling of these risks can assist decision-makers in simulating and predicting future actions that mitigate the impact that market dynamics have on the provision of food products. This paper suggests an Agent-based model-based framework that simulates the behavior and tracks the economic and environmental performances of the tomato supply system in the State of Qatar. It considers three different scenarios representing the current situation of the market in addition to a competitive and a cooperative trade network. Interactions between trade partners are modeled using two game theoretic approaches counting Cournot competition and Cartel collusion. Based on the research findings, a competitive global market can bring economic benefits to Qatar as an importing nation, but this approach also entails substantial water consumption and results in significant environmental emissions. Conversely, collaboration among exporting countries demonstrates a potential 20% reduction in water usage and a 15% decrease in environmental emissions compared to the competitive scenario, offering enhanced environmental performance albeit at higher economic costs. This study provides a prescriptive analysis that enables policymakers to quantify the trade-offs between economic efficiency and environmental sustainability. These insights are crucial for guiding strategic planning for food supply security and environmental conservation. By understanding the implications of market structure changes, policymakers can navigate potential challenges more effectively and develop targeted policy interventions that enhance the resilience of the food supply system against market volatility and environmental impacts. This analysis supports proactive policy-shaping that aligns with their desired outcomes, ensuring a balanced approach to managing economic benefits and environmental considerations."
FalconerRuthE.2020ADof,,Anaerobic Digestion of food waste: Eliciting sustainable water-energy-food nexus practices with Agent Based Modelling and visual analytics,"Falconer, Ruth E. and Haltas, Ismail and Varga, Liz and Forbes, Paula J. and Abdel-Aal, Mohamed and Panayotov, Nikolay",2020,Journal of cleaner production,255,,120060-,,,Elsevier Ltd,OXFORD,"Food waste is a problem for which solutions are recognised but not readily put into practice. What should be the primary objective, reducing or eliminating surplus food production, requires great change within social, cultural and economic structures. The secondary approach of redistributing surplus food to areas of deficit (in terms of socio-economic groups and/or geographic regions) involves a significant logistical burden, and suffers the same issues as with the elimination of waste. The least desirable, but perhaps most practicable approach, is the use of food waste as a feedstock for Anaerobic Digestion (AD). The strategic adoption of AD can therefore be seen as an important step towards mitigating food waste, but the implementation of efficient AD systems on a large (county/region) scale involves significant complexity. The optimal number, size and location of AD plants, and whether they are centralised versus decentralised, may be determined by considering factors such as supply and proximity to feedstock, transport links, emission hazards and social impact. Reaching balanced and objective decisions when faced with such disparate criteria is inevitably very difficult. To address this problem we prototype and evaluate a decision support tool for county-scale AD planning. Our approach is a hybridised Agent Based Model (ABM) with a Multi Objective Optimisation. We capture the spatio-temporal dependencies that exist in the water, energy and food systems associated with energy derived from food waste using Agent Based Modelling (ABM). The use of Interactive Multi Criteria Analysis as visual analytics offers a means to communicate the co-benefits and trade-offs that may emerge, as well as prioritise the AD strategies, based on the prioritization of criteria. Specifically, the method supports exploration of the social, environmental and economic impact of different AD strategies and decisions, linked to current issues, namely AD scale and adoption. The results highlight a trade-off between transport costs and social acceptability for the AD centralised versus decentralised strategies. When low carbon options are weighted higher then slow, steady and aggressive decentralised strategies are the best strategic adoption of AD. Conversely, when Energy production is considered a priority, then aggressive scaling up in a centralised approach is best with slow and steady approaches being further from the ideal. The framework has demonstrated that it permits a space for dialogue and transparent prioritization of AD strategies based on WEF nexus impacts."
PontaLinda2018AASC,,An Agent-based Stock-flow Consistent Model of the Sustainable Transition in the Energy Sector,"Ponta, Linda and Raberto, Marco and Teglio, Andrea and Cincotti, Silvano",2018,Ecological economics,145,,274-300,,,Elsevier B.V,AMSTERDAM,"In this paper, we investigate the effects on the economy of a feed-in tariff policy mechanism aimed to foster investments in renewable energy production capacity. To this purpose, we employ an enriched version of the agent-based Eurace macroeconomic model, where we have included an energy sector with a fossil-fuel power producer as well as a renewable-energy based one. Both power producers take pricing and capacity investment decisions based on the price of imported fossil fuel and the feed-in tariff government policy. Results show that the feed-in tariff policy is effective in fostering the sustainability transition of the energy sector and that it increases the level of investments with a positive impact on the unemployment rates. Moreover, we observe that its financing costs do not impact government finances, which actually improve following the better economic conditions. For high policy intensity, however, we observe an increasing GDP share of the investment sector in the economy, due to the building-up of renewable production capacity, with a resulting crowding out of consumption, higher interest rates and prices. The final outcome on household well-being therefore depends on what extent the chosen value judgment recognizes the importance of an economically and ecologically sustainable growth path."
WallFriederike2016Amim,,Agent-based modeling in managerial science: an illustrative survey and study,"Wall, Friederike",2016,Review of Managerial Science,10,1,135-193,,,Springer Berlin Heidelberg,Berlin/Heidelberg,"This article provides an overview of the current state of agent-based modeling in managerial science. In particular, the aim is to illustrate major lines of development in agent-based modeling in the field and to highlight the opportunities and limitations of this research approach. The article employs a twofold approach: First, a survey on research efforts employing agent-based simulation models related to domains of managerial science is given which have benefited considerably from this research method. Second, an illustrative study is conducted in the area of management accounting research, a domain which, so far, has rarely seen agent-based modeling efforts. In particular, we introduce an agent-based model that allows to investigate the relation between intra-firm interdependencies, performance measures used in incentive schemes, and accounting accuracy. We compare this model to a study which uses both, a principal-agent model and an empirical analysis. We find that the three approaches come to similar major findings but that they suffer from rather different limitations and also provide different perspectives on the subject. In particular, it becomes obvious that agent-based modeling allows us to capture complex organizational structures and provides insights into the processual features of the system under investigation."
MandesAlexandru2020IoEL,,Impact of Electronic Liquidity Providers Within a High-Frequency Agent-Based Modeling Framework,"Mandes, Alexandru",2020,Computational economics,55,2,407-450,,,Springer US,New York,"The current contribution addresses the impact of high-frequency electronic liquidity provision strategies on the intraday dynamics of financial markets, by means of an artificial stock market. As novel design feature, an event-based intraday time implementation is proposed, allowing for the generation of time-stamped intraday events, which make possible both the aggregation of time series at various time frequencies, as well as the correct simulation of trading strategies that follow different temporal frequencies, e.g., low- and high-frequency. We provide new insights with respect to the determinants of extreme events, such as flash crashes. Finally, we compare the causal chains and the effectiveness of two potential regulatory policies under the same market circumstances, i.e., minimum resting time and financial-transaction taxes, not only with respect to their flash crash prevention power, but also regarding their impact on market participants and market quality, shedding new light on the policy trade-offs."
ChhatwalJagpreet2015EEwA,,Economic Evaluations with Agent-Based Modelling: An Introduction,"Chhatwal, Jagpreet and He, Tianhua",2015,PharmacoEconomics,33,5,423-433,,,Springer International Publishing,Cham,"Agent-based modelling (ABM) is a relatively new technique, which overcomes some of the limitations of other methods commonly used for economic evaluations. These limitations include linearity, homogeneity and stationarity. Agents in ABMs are autonomous entities, who interact with each other and with the environment. ABMs provide an inductive or ‘bottom-up’ approach, i.e. individual-level behaviours define system-level components. ABMs have a unique property to capture emergence phenomena that otherwise cannot be predicted by the combination of individual-level interactions. In this tutorial, we discuss the basic concepts and important features of ABMs. We present a case study of an application of a simple ABM to evaluate the cost effectiveness of screening of an infectious disease. We also provide our model, which was developed using an open-source software program, NetLogo. We discuss software, resources, challenges and future research opportunities of ABMs for economic evaluations."
JamaliRuhollah2023ASot,,Agent-based Simulation of the Pharmaceutical Parallel Trade Market: A Case Study,"Jamali, Ruhollah and Lazarova-Molnar, Sanja",2023,Procedia computer science,220,,495-502,,,Elsevier B.V,,"The pharmaceutical parallel trade market emerged as a consequence of the European single market for pharmaceuticals, involving multiple players that partake in different types of competitions. These competitions not only affect players’ profit, but also have a significant impact on European people's healthcare access and welfare. Hence, modeling the pharmaceutical parallel trade market provides a way to study the market and to offer valuable decision support to authorities, people, and players involved in the market. Agent-based modeling offers a computational methodology to study macro-level outcomes emerging from individual behaviors while offering to relax conventional assumptions of standard mathematical economic models. Here, we demonstrate a use case of an agent-based model of the European pharmaceutical parallel trade market and investigate its abilities by analyzing various market scenarios."
CristelliMatthieu2013CiFM,,Complexity in Financial Markets: Modeling Psychological Behavior in Agent-Based Models and Order Book Models,"Cristelli, Matthieu",2013,,,,,,,Springer International Publishing AG,Cham,This book explains the self-organization of financial markets. It provides new metrics for economic complexity and applies big data and new generation tools for forecasting economic growth.
ZhuQianting2016AMoG,,Agent-Based Modeling of Global Carbon Trading and Its Policy Implications for China in the Post-Kyoto Era,"Zhu, Qianting and Duan, Keran and Wu, Jing and Wang, Zheng",2016,Emerging markets finance & trade,52,6,1348-1360,,,Routledge,ABINGDON,"Carbon trading is an important component of global responses to climate change. Using agent-based modeling, this study constructs a global carbon trading model (GCTM), and simulates the effectiveness of the trading mechanism. Results show that: (1) quota allocation is the fundamental premise of carbon trading; (2) under the carbon trading mechanism, the cumulative per capita emissions of developed countries are still much higher than those in developing countries; (3) carbon trading could be an important policy choice to meet China's future emissions targets; and (4) to maximize incomes in the long run, China can set aside part of current quotas and use them in the future."
LuYao2020RtRo,,Re-Thinking the Role of Government Information Intervention in the COVID-19 Pandemic: An Agent-Based Modeling Analysis,"Lu, Yao and Ji, Zheng and Zhang, Xiaoqi and Zheng, Yanqiao and Liang, Han",2020,International journal of environmental research and public health,18,1,147-,,,Mdpi,BASEL,"The COVID-19 pandemic imposes new challenges on the capability of governments in intervening with the information dissemination and reducing the risk of infection outbreak. To reveal the complexity behind government intervention decision, we build a bi-layer network diffusion model for the information-disease dynamics that were intervened in and conduct a full space simulation to illustrate the trade-off faced by governments between information disclosing and blocking. The simulation results show that governments prioritize the accuracy of disclosed information over the disclosing speed when there is a high-level medical recognition of the virus and a high public health awareness, while, for the opposite situation, more strict information blocking is preferred. Furthermore, an unaccountable government tends to delay disclosing, a risk-averse government prefers a total blocking, and a low government credibility will discount the effect of information disclosing and aggravate the situation. These findings suggest that information intervention is indispensable for containing the outbreak of infectious disease, but its effectiveness depends on a complicated way on both external social/epidemic factors and the governments' internal preferences and governance capability, for which more thorough investigations are needed in the future."
VeryzhenkoIryna2021Wgaw,,Who gains and who loses on stock markets? Risk preferences and timing matter,"Veryzhenko, Iryna",2021,"Intelligent systems in accounting, finance & management",28,2,143-155,,,Wiley,CHICHESTER,"This paper uses an agent‐based multi‐asset model to examine the effect of risk preferences and optimal rebalancing frequency on performance measures while tracking profit and risk‐adjusted return. We focus on the evolution of portfolios managed by heterogeneous mean‐variance optimizers with a quadratic utility function under different market conditions. We show that patient and risk‐averse agents are able to outperform aggressive risk‐takers in the long‐run. Our findings also suggest that the trading frequency determined by the optimal tolerance for the deviation from portfolio targets should be derived from a tradeoff between rebalancing benefits and rebalancing costs. In a relatively calm market, the absolute range of 6% to 8% and the complete‐way back rebalancing technique outperforms others. During particular turbulent periods, however, none of the existing rebalancing techniques improves tax‐adjusted profits and risk‐adjusted returns simultaneously."
VermeulenBen2016Amfd,,Agent-based modeling for decision making in economics under uncertainty,"Vermeulen, Ben and Pyka, Andreas",2016,"Economics. The open-access, open-assessment e-journal",10,2016-6,Jan-33,,,Kiel Institute for the World Economy (IfW),Kiel,"Ever since the emergence of economics as a distinct scientific discipline, policy makers have turned to economic models to guide policy interventions. If policy makers seek to enhance growth of an open capitalist economy, they have to take into account, firstly, the uncertainties, inefficiencies, and market failures faced by the agents in the economy, and, secondly, the activities, network structure, and interactions in the innovation and production system. The authors discuss ins-and-outs of developing and using (encompassing and empirically calibrated) agent-based models for (i) abductive theorizing about causes for empirical realities, and (ii) evaluating effects of policy interventions. To ensure that derived policies are suitable to intervene in the real world and not just the stylization of it, they discuss validity and operationalization of agent-based models as well as interpretation of simulation results."
KhanzadiMostafa2018Paio,,Prediction and improvement of labor productivity using hybrid system dynamics and agent-based modeling approach,"Khanzadi, Mostafa and Nasirzadeh, Farnad and Mir, Mostafa and Nojedehi, Pouya",2018,Construction innovation,18,1,19-Feb,,,Emerald Publishing Limited,Leeds,"Purpose The purpose of this paper is to present a hybrid simulation approach for predicting the value of labor productivity taking account of various continuous influencing factors and the interactions between different agents involved in the project. Design/methodology/approach The various continuous factors affecting labor productivity are simulated using system dynamics (SD). The heterogeneity of different agents involved in the project and their interactions is accounted using agent-based modelling (ABM). The developed ABM and SD models are finally integrated to simulate the value of labor productivity taking account of all the influencing factors. Findings The proposed hybrid simulation tool is implemented in a real project to evaluate its perfomance. The value of labor productivity is simulated by taking account of all the influencing factors. The most appropriate execution strategy is then selected using the developed hybrid SD-ABM approach to improve productivity. It is shown that the number of working groups and their movement patterns affect the severity of the groups’ interferences which will in turn affect the value of labor productivity. Practical implications This research helps project managers to predict and improve the value of labor productivity taking account of all the influencing factors. Originality/value It is believed that the proposed hybrid SD-ABM simulation approach offers a novel and robust tool for modeling labor productivity because the effects of various continuous influencing factors and the interactions between different agents are taken into account through the combination of SD and ABM. Many complex problems faced in construction projects involve interacting elements of a different nature, and the integration of SD with ideas from ABM offers potential to combine the strengths of the two methodologies to solve the problem."
RekikYosraMefteh2014AMaI,,Agent-based Modeling and Investors’ Behavior Explanation of Asset Price Dynamics on Artificial Financial Markets,"Rekik, Yosra Mefteh and Hachicha, Wafik and Boujelbene, Younes",2014,Procedia economics and finance,13,,30-46,,,Elsevier B.V,,"Standard asset pricing models based on rational expectations and homogeneity have problems explaining the complex and volatile nature of financial markets. The heterogeneity in expectations can lead to market instability and complicate dynamics of prices, which are driven by endogenous market forces. In this sense, we use Agent-based computational approach and more specifically artificial Stock Market modeling to explore the market dynamics from a behavioral perspective. Our aim is to point out that the investors’ irrationality explains various numbers of financial anomalies, especially the phenomena that traditional financials models have never been able to explain. We built a virtual financial market that contains three types of investors: fundamentalists, non-fundamentalist and loss adverse investors. Therefore, the difficulty of the prediction is due to several features: the complexity, the non-linearity and the dynamism of the financial market system, as well as the investor psychology. The Artificial Neural Networks learning mechanism take on the role of traders, who from their futures return expectations and place orders based on their expectations. The results of intensive analysis indicate that the existence of agents having heterogeneous beliefs and preferences has provided a better understanding of price dynamics in the financial market."
NagaiHideyuki2021AMot,,Agent-Based Modeling of the Formation and Prevention of Residential Diffusion on Urban Edges,"Nagai, Hideyuki and Kurahashi, Setsuya",2021,Sustainability,13,22,12500-,,,Mdpi,BASEL,"This paper presents an exploratory urban dynamics agent-based model (ABM) that simulates the relationship between the introduction of a hub facility open to residents, the interaction promotion around it, and transport policies on the sustainability of urban development through the autonomous actions of individual residents. By contrasting the model results with theoretical and empirical insights from actual cities, the validity of modeling the formation of residential diffusion on urban edges based on individual gain-maximizing daily travel and residential relocation is explained. The major contribution of the model is that it offers a new perspective on the bottom-up control of residential diffusion on urban edges, with benefits for productive human interactions at the microscale. Specifically, the model experimentally suggests the existence of a trade-off between increasing human interactions, through the introduction of an open hub attracting diverse activities and promotion of interaction around it, as well as the progression of residential diffusion. The model also suggests that the direction of urbanization is the result of collective action, and sustainable urbanization may be achieved through concerted efforts."
cdi_springer_books_10_1007_978_3_319_67217_5_2,,ABCE: A Python Library for Economic Agent-Based Modeling,"Taghawi-Nejad, Davoud and Tanin, Rudy H. and Del Rio Chanona, R. Maria and Carro, Adrián and Farmer, J. Doyne and Heinrich, Torsten and Sabuco, Juan and Straka, Mika J.",,,,,17-30,,,Springer International Publishing,Cham,"The rise of computational power makes agent-based modelling a viable option for models capturing the complex nature of an economy. However, the coding implementation can be tedious. Because of this, we introduce ABCE, the Agent-Based Computational Economics library. ABCE is an agent-based modeling library for Python that is specifically tailored for economic phenomena. With ABCE the modeler specifies the decision logic of the agents, the order of actions, the goods and their physical transformation (the production and the consumption functions). Then, ABCE automatically handles the actions, such as production and consumption, trade and agent interaction. The result is a program where the source code consists of only economically meaningful commands (e.g. decisions, buy, sell, produce, consume, contract, etc.). ABCE scales on multi-core computers, without the intervention of the modeler. The model can be packaged into a nice web application or run in a Jupyter notebook."
CatolaMarco2023PAaL,,Pollution Abatement and Lobbying in a Cournot Game: An Agent-Based Modelling Approach,"Catola, Marco and Leoni, Silvia",2023,Computational economics,,,,,,Springer Nature,DORDRECHT,"The application of Agent-Based Modelling to Game Theory allows us to benefit from the strengths of both approaches, and to enrich the study of games when solutions are difficult to elicit analytically. Using an agent-based approach to sequential games, however, poses some issues that result in a few applications of this type. We contribute to this aspect by applying the agent-based approach to a lobbying game involving environmental regulation and firms' choice of abatement. We simulate this game and test the robustness of its game-theoretical prediction against the results obtained. We find that while theoretical predictions are generally consistent with the simulated results, this novel approach highlights a few differences. First, the market converges to a green state for a larger number of cases with respect to theoretical predictions. Second, simulations show that it is possible for this market to converge to a polluting state in the very long run. This result is not envisaged by theoretical predictions. Sensitivity experiments on the main model parameters confirm the robustness of our findings."
GuldenTimothyR.2013AMaa,,Agent-Based Modeling as a Tool for Trade and Development Theory,"Gulden, Timothy R.",2013,Journal of artificial societies and social simulation,16,2,,,,J A S S S,GUILDFORD,"This paper makes use of an agent-based framework to extend traditional models of comparative advantage in international trade, illustrating several cases that make theoretical room for industrial policy and the regulation of trade. Using an agent based implementation of the Hecksher-Ohlin trade model; the paper confirms Samuelson's 2004 result demonstrating that the principle of comparative advantage does not ensure that technological progress in one country benefits its trading partners. It goes on to demonstrate that the presence of increasing returns leads to a situation with multiple equilibria, where free market trading policies can not be relied on to deliver an outcome which is efficient or equitable, with first movers in development enjoying permanent advantage over later developing nations. Finally, the paper examines the impact of relaxation of the Ricardian assumption of capital immobility on the principle of comparative advantage. It finds that the dynamics of factor trade are radically different from the dynamics of trade in goods and that factor mobility converts a regime of comparative advantage into a regime of absolute advantage, thus obviating the reassuring equity results that stem from comparative advantage."
KocabasVerda2013Bnaa,,Bayesian networks and agent-based modeling approach for urban land-use and population density change: a BNAS model,"Kocabas, Verda and Dragicevic, Suzana",2013,Journal of geographical systems,15,4,403-426,,,Springer Berlin Heidelberg,Berlin/Heidelberg,"Land-use change models grounded in complexity theory such as agent-based models (ABMs) are increasingly being used to examine evolving urban systems. The objective of this study is to develop a spatial model that simulates land-use change under the influence of human land-use choice behavior. This is achieved by integrating the key physical and social drivers of land-use change using Bayesian networks (BNs) coupled with agent-based modeling. The BNAS model, integrated Bayesian network–based agent system, presented in this study uses geographic information systems, ABMs, BNs, and influence diagram principles to model population change on an irregular spatial structure. The model is parameterized with historical data and then used to simulate 20 years of future population and land-use change for the City of Surrey, British Columbia, Canada. The simulation results identify feasible new urban areas for development around the main transportation corridors. The obtained new development areas and the projected population trajectories with the“what-if” scenario capabilities can provide insights into urban planners for better and more informed land-use policy or decision-making processes."
GerdesLena2022Laei,,Labor and environment in global value chains: an evolutionary policy study with a three-sector and two-region agent-based macroeconomic model,"Gerdes, Lena and Rengs, Bernhard and Scholz-Wäckerle, Manuel",2022,Journal of evolutionary economics,32,1,123-173,,,Springer Berlin Heidelberg,Berlin/Heidelberg,"The world economy crucially depends on multi-layered value chains with high degrees of sector-related specialization. Its final products are of international character and serve the needs and wants of the global citizen. However, many production processes are causing severe damage to the environment and moreover create health hazard for workers and local populations. This research article focuses on the increasing global unequal economic- and ecological exchange, fundamentally embedded in international trade. Resource extraction and labor conditions in the Global South as well as the implications for climate change originating from industry emissions in the North are investigated with an agent-based model. The model serves as a testbed for simulation experiments with evolutionary political economic policies. An international institution is introduced sanctioning the polluting extractivist sector in the Global South as well as the emitting industrial capital good producers in the North with the aim of subsidizing innovation reducing environmental and social impacts. Both regions are modelled as macroeconomic complex adaptive systems where international trade is restricted to a three-sector value chain, originating from mining resources in the South that are traded to capital good producers in the North crafting machinery which is eventually traded to consumer good firms, both in the North and South. The main outcome of the study is that sanctions alone are not effective in countering unequal exchange. They only make a difference in combination with subsidies for innovation activities, which are protecting labor and reducing local pollution in mines as well as reducing carbon-emissions in capital good production."
PetrovV.2020Amid,,Agent-based modelling in directional-change intrinsic time,"Petrov, V. and Golub, A. and Olsen, R.",2020,Quantitative finance,20,3,463-482,,,Routledge,ABINGDON,"We describe an agent-based model where trades happen in event-based time called directional-change intrinsic time. Events are defined as the reversal price moves of a directional-change threshold from a local extreme. The price impact of traded volumes is modelled according to the empirically observed squared root impact function. The time series generated by the agents is characterised by statistical properties typical for foreign-exchange rates: low autocorrelation of returns, fat-tailed distribution of returns, aggregated normality, and the price jump scaling law. Furthermore, we introduce and use as a benchmark, the overshoot scaling law, which is an omnipresent feature of liquid markets and relates the expected length of price overshoots to the length of the corresponding directional-change threshold."
FraccasciaLuca2020Tror,,The role of redundancy in industrial symbiotic business development: A theoretical framework explored by agent-based simulation,"Fraccascia, Luca and Yazan, Devrim Murat and Albino, Vito and Zijm, Henk",2020,International journal of production economics,221,,107471-,,,Elsevier B.V,AMSTERDAM,"Sustainability of Industrial Symbiosis (IS) businesses plays a key role in supporting the circular economy. Industrial symbiosis networks (ISNs) can survive in the long run if they have high resilience to perturbations that lead to operational uncertainties. The literature highlights that the resilience of ISNs can be enhanced by ensuring high redundancy of IS relationships: accordingly, firms should exchange the same waste with more symbiotic partners. However, the impact of increasing redundancy on economic and environmental performance of IS has not been investigated so far. This paper proposes a theoretical framework to understand the effect of the redundancy strategy on the performance of companies involved in IS. Accordingly, the optimal redundancy strategy refers to an optimal number of partners to (from) which waste producers (users) should send (receive) wastes to maximize the IS performance. An agent-based model is designed to explore the proposed framework and an agent-based simulation is applied to a marble-concrete IS case. The analysis shows that the optimal redundancy strategy is influenced by the combined effect of waste market dynamicity and transaction costs, and is usually different when viewed from an economic versus an environmental perspective. The paper provides a theoretical contribution based upon the integration of operational aspects of IS with the redundancy concept in IS-based businesses. The adopted methodology is innovative as it integrates willingness to cooperate, bargaining power, and inter-company trust development into the business decision-making process. Finally, how to overcome trade-off challenges between environmental and economic performance is discussed from managerial and practical perspectives. •The role of redundancy in industrial symbiosis (IS) businesses is explored.•An agent-based model is designed to study different redundancy strategies.•A case example is investigated to reveal the impact of redundancy on IS businesses.•Economic and environmental benefits related to redundancy strategies are computed.•Optimal redundancy level is different for economic and environmental performance."
BadraouiSafae2017IoQC,,Impact of Qualitative Characteristics on Market Equilibrium: Simulation with Agent-Based Modeling,"Badraoui, Safae and Bensaid, Khalid and El Haloui, Ahmed Mouad and Aboulaich, Rajae",2017,Review of Pacific basin financial markets and policies,20,2,1750013-,,,World Scientific,SINGAPORE,"This paper involves developing financial utility function that considers compliance to a certain qualitative characteristic and studies the impact on market equilibrium prices, should this criterion be Sharia compliance, fair-trade, environmental, social and governance principles or other ethical aspect. The goal is to show that individual utility can depend on other parameters than wealth and risk aversion, that therefore influence equilibrium market prices. This has been done by examining a possible utility function that takes into account individual sensitivity to the criterion and the intrinsic quality of compliance of this parameter. In order to prove the effectiveness of the proposed utility function, a simulation is made using agentbased approach with NetLogo platform. Upon examination of the impact of these parameters, it becomes clear that compliance to a qualitative characteristic would impact individual utility, supply and demand and result in equilibrium prices. This research highlights the importance of ethical arguments on individual decision making and how markets behave to this."
PolednaSebastian2024Ealm,,Economic and labour market impacts of migration in Austria: an agent-based modelling approach,"Poledna, Sebastian and Strelkovskii, Nikita and Conte, Alessandra and Goujon, Anne and Linnerooth-Bayer, Joanne and Catalano, Michele and Rovenskaya, Elena",2024,Comparative migration studies,12,1,18-18,,,Springer International Publishing,Cham,"This study examines the potential economic and labour market impacts of a hypothetical but plausible migration scenario of 250,000 new migrants inspired by Austria’s experience in 2015. Using the agent-based macroeconomic model developed by Poledna et al. (Eur Econ Rev, 151:104306, 2023. 10.1016/j.euroecorev.2022.104306, the study explores the detailed labour market outcomes for different groups in Austria’s population and the macroeconomic effects of the migration scenario. The analysis suggests that Austria’s economy and labour market have the potential to be resilient to the simulated migration influx. The results indicate a positive impact on GDP due to increased aggregate consumption and investment. The labour market experiences an increase in the unemployment rates of natives and previous migrants. In some industries, the increase in the unemployment rates is more significant, potentially indicating competition among different groups of migrants. This research provides insights for policymakers and stakeholders in Austria and other countries that may face the challenge of managing large-scale migration in the near future."
BartkowskiBartosz2020AAMW,,Aligning Agent-Based Modeling With Multi-Objective Land-Use Allocation: Identification of Policy Gaps and Feasible Pathways to Biophysically Optimal Landscapes,"Bartkowski, Bartosz and Beckmann, Michael and Drechsler, Martin and Kaim, Andrea and Liebelt, Veronika and Mueller, Birgit and Witing, Felix and Strauch, Michael",2020,Frontiers in environmental science,8,,,,,Frontiers Media Sa,LAUSANNE,"It is increasingly recognized in science and policy that landscapes need to be managed for multifunctionality. Multi-objective land-use allocation and agent-based modeling are two potent tools to explore the potential of landscapes to provide multiple ecosystem services. However, in the case of the former, the real-world feasibility of the biophysically optimal land-use configurations remains unclear. Meanwhile, agent-based models are not well-suited to recognize the biophysical potential of landscapes to provide multiple ecosystem services. In this paper, we propose an approach to align multi-objective optimization with agent-based modeling in order to investigate the economic, institutional and social feasibility of biophysically optimal landscapes. It especially allows to contrast biophysically optimized land-use patterns with the option space circumscribed by relevant policy frameworks. We argue that a structured comparison of biophysical optimization with an exploration of the parameter space of an agent-based model can be used to identify the real-world feasibility and the barriers to reaching multifunctional landscapes. We demonstrate the applicability of our approach by using it on a virtual landscape, which allows us to detect the importance of various economic, institutional and behavioral factors that facilitate or hamper moving the social-ecological system toward its biophysical potential. Particularly, we demonstrate the essential role of tailored policy instruments. Our approach can be useful in informing land-use policy with respect to its effectiveness and efficiency in achieving multifunctional landscapes."
YangJie2019Iodd,,Impact of dam development and climate change on hydroecological conditions and natural hazard risk in the Mekong River Basin,"Yang, Jie and Yang, Y.C. Ethan and Chang, Jianxia and Zhang, Jiaorui and Yao, Jun",2019,Journal of hydrology (Amsterdam),579,,124177-,,,Elsevier B.V,AMSTERDAM,"•A coupled agent-based model was applied to assess dam and climate change impact.•Upstream agents were more sensitive to precipitation changes.•Tradeoffs between the ecological “cost” and economic “benefit” were highlighted. The Mekong River Basin, one of the largest river basins in Asia, is facing a great challenge to meet escalating water, food, and energy demands due to rapid development. Meanwhile, climate change and dam development intensify the security issues of these water-related resources. These changes have resulted in flow regime variations that may affect local hydroecological conditions (HEC) further influencing the ecosystem and have resulted in potential economic losses (especially agricultural losses caused by natural hazards). This study explores the impacts of dam development and climate change on baseline local HEC and natural hazard risk (NHR) using a coupled agent-based model that simulates interactions between autonomous agents in the whole basin. A cross-system analysis between the impact on baseline HEC and NHR is conducted to inform future policy in this transboundary basin. The impact on baseline HEC is evaluated from the flow regime variation perspective based on the Range of Variability Approach and the Indicators of Hydrologic Alteration. The impact on NHR depends on variations in the risk of lowest flow and peak flow. The results primarily show that HEC and NHR in the upstream region are more sensitive to precipitation change. The negative impact on baseline HEC by joint dam development and climate change is more significant in the upstream region as well. Under the “hot and dry” climate condition, dam development can potentially mitigate both ecological and economic “loss” in the middle and downstream regions: Central and Southern Laos, the Kratie area, and Mekong Delta, if additional storage can be used in a flexible manner."
TesfatsionLeigh2011AMaI,,Agent-based Modeling and Institutional Design,"Tesfatsion, Leigh",2011,Eastern economic journal,37,1,13-19,,,Palgrave Macmillan,London,"The recent economic crisis has led to calls for a comprehensive restructuring of energy, financial, health care, and educational systems. Critics worry that the restructuring of these complex institutional arrangements could produce adverse unintended consequences. Given these concerns, pre-testing of proposed changes is eminently desirable but also exceedingly difficult. This essay focuses on the potential use of agent-based modeling for studying proposed changes in institutional arrangements in advance of actual implementation. Ongoing agent-based research on the restructuring of electric power markets is used for concrete illustration."
